Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority
3086,CA-2023-101837,2023-12-16,2023-12-19,Standard Class,CS-00513,PR-00149,120.24,4,0.5,-23.71,5.19,Critical
3087,CA-2023-101835,2023-12-16,2023-12-22,Standard Class,CS-00737,PR-00120,1585.0,4,0.0,350.25,44.55,Medium
3088,CA-2023-101836,2023-12-16,2023-12-20,Standard Class,CS-00723,PR-00205,362.48,4,0.0,87.71,11.73,Medium
3089,CA-2023-101834,2023-12-16,2023-12-23,Standard Class,CS-00578,PR-00090,273.45,3,0.0,63.97,7.46,Medium
3090,CA-2023-101836,2023-12-16,2023-12-20,Standard Class,CS-00723,PR-00270,128.04,3,0.0,28.34,5.11,Medium
3091,CA-2023-101836,2023-12-16,2023-12-20,Standard Class,CS-00723,PR-00116,406.92,2,0.0,175.13,8.23,Medium
3092,CA-2023-101836,2023-12-16,2023-12-20,Standard Class,CS-00723,PR-00258,1776.01,2,0.1,523.34,20.81,Medium
3093,CA-2023-101836,2023-12-16,2023-12-20,Standard Class,CS-00723,PR-00092,1901.76,5,0.2,434.18,30.28,Medium
3094,CA-2023-101836,2023-12-16,2023-12-20,Standard Class,CS-00723,PR-00203,69.35,1,0.1,20.03,3.61,Medium
3095,CA-2023-101847,2023-12-17,2023-12-22,Standard Class,CS-00336,PR-00152,290.6,2,0.0,112.78,11.02,Medium
3096,CA-2023-101850,2023-12-17,2023-12-17,Same Day,CS-00114,PR-00029,68.96,1,0.0,8.75,15.81,Medium
3097,CA-2023-101850,2023-12-17,2023-12-17,Same Day,CS-00114,PR-00115,281.66,3,0.2,16.72,20.86,Medium
3098,CA-2023-101850,2023-12-17,2023-12-17,Same Day,CS-00114,PR-00179,787.85,5,0.0,317.04,24.41,Medium
3099,CA-2023-101849,2023-12-17,2023-12-21,Standard Class,CS-00450,PR-00151,191.2,3,0.3,47.61,4.54,Medium
3100,CA-2023-101848,2023-12-17,2023-12-23,Standard Class,CS-00078,PR-00085,284.18,2,0.0,118.87,10.45,High
3101,CA-2023-101846,2023-12-17,2023-12-19,First Class,CS-00610,PR-00099,1671.24,4,0.0,648.51,27.33,High
3102,CA-2023-101844,2023-12-17,2023-12-21,Standard Class,CS-00784,PR-00100,2073.3,4,0.5,-116.28,26.7,Medium
3103,CA-2023-101845,2023-12-17,2023-12-24,Standard Class,CS-00536,PR-00285,462.36,3,0.0,208.29,14.13,High
3104,CA-2023-101842,2023-12-17,2023-12-21,Standard Class,CS-00017,PR-00132,508.5,2,0.2,138.2,14.46,Low
3105,CA-2023-101843,2023-12-17,2023-12-21,Standard Class,CS-00244,PR-00186,444.6,6,0.0,206.44,13.52,Critical
3106,CA-2023-101846,2023-12-17,2023-12-19,First Class,CS-00610,PR-00138,2148.54,3,0.0,932.39,32.62,High
3107,CA-2023-101844,2023-12-17,2023-12-21,Standard Class,CS-00784,PR-00270,153.65,4,0.1,20.77,6.76,Medium
3108,CA-2023-101845,2023-12-17,2023-12-24,Standard Class,CS-00536,PR-00202,1093.73,1,0.0,411.2,22.42,High
3109,CA-2023-101845,2023-12-17,2023-12-24,Standard Class,CS-00536,PR-00070,1055.76,2,0.2,243.45,16.79,High
3110,CA-2023-101857,2023-12-18,2023-12-21,Standard Class,CS-00434,PR-00028,28.45,5,0.0,6.04,3.31,Medium
3111,CA-2023-101856,2023-12-18,2023-12-18,Same Day,CS-00410,PR-00201,141.47,2,0.2,23.78,16.79,Medium
3112,CA-2023-101855,2023-12-18,2023-12-23,Standard Class,CS-00518,PR-00238,1357.17,3,0.0,420.34,17.96,High
3113,CA-2023-101854,2023-12-18,2023-12-20,Second Class,CS-00375,PR-00089,2166.66,6,0.0,834.21,27.63,Critical
3114,CA-2023-101854,2023-12-18,2023-12-20,Second Class,CS-00375,PR-00185,973.78,2,0.0,375.01,27.81,Critical
3115,CA-2023-101854,2023-12-18,2023-12-20,Second Class,CS-00375,PR-00106,346.25,5,0.0,73.13,9.92,Critical
3116,CA-2023-101854,2023-12-18,2023-12-20,Second Class,CS-00375,PR-00113,175.94,2,0.0,72.08,10.0,Critical
3117,CA-2023-101854,2023-12-18,2023-12-20,Second Class,CS-00375,PR-00290,241.68,4,0.0,99.82,10.02,Critical
3118,CA-2023-101854,2023-12-18,2023-12-20,Second Class,CS-00375,PR-00216,1016.44,3,0.1,152.07,31.03,Critical
3119,CA-2023-101853,2023-12-18,2023-12-18,Same Day,CS-00498,PR-00280,116.75,2,0.2,8.55,17.52,High
3120,CA-2023-101852,2023-12-18,2023-12-20,Second Class,CS-00058,PR-00292,471.68,2,0.0,213.93,16.37,Medium
3121,CA-2023-101851,2023-12-18,2023-12-21,Standard Class,CS-00189,PR-00172,829.21,3,0.5,-378.76,25.79,Medium
3122,CA-2023-101857,2023-12-18,2023-12-21,Standard Class,CS-00434,PR-00277,140.26,1,0.0,59.23,5.78,Medium
3123,CA-2023-101854,2023-12-18,2023-12-20,Second Class,CS-00375,PR-00105,176.99,1,0.0,62.59,7.14,Critical
3124,CA-2023-101865,2023-12-19,2023-12-19,Same Day,CS-00387,PR-00076,3420.33,3,0.0,1526.88,58.08,High
3125,CA-2023-101859,2023-12-19,2023-12-23,Standard Class,CS-00040,PR-00132,953.43,3,0.0,407.01,12.66,High
3126,CA-2023-101867,2023-12-19,2023-12-26,Standard Class,CS-00284,PR-00056,72.94,2,0.0,17.79,4.63,Medium
3127,CA-2023-101864,2023-12-19,2023-12-19,Same Day,CS-00582,PR-00086,581.48,4,0.3,-31.91,24.95,Medium
3128,CA-2023-101866,2023-12-19,2023-12-25,Standard Class,CS-00771,PR-00140,222.37,3,0.1,36.37,5.19,Medium
3129,CA-2023-101863,2023-12-19,2023-12-22,Standard Class,CS-00281,PR-00119,456.8,4,0.0,181.87,10.25,Medium
3130,CA-2023-101858,2023-12-19,2023-12-22,Standard Class,CS-00341,PR-00128,323.86,2,0.2,60.41,10.03,Critical
3131,CA-2023-101861,2023-12-19,2023-12-22,Second Class,CS-00471,PR-00060,1464.15,3,0.0,593.08,34.01,Critical
3132,CA-2023-101860,2023-12-19,2023-12-25,Standard Class,CS-00282,PR-00300,350.64,5,0.2,43.84,9.8,Medium
3133,CA-2023-101859,2023-12-19,2023-12-23,Standard Class,CS-00040,PR-00085,113.67,1,0.2,30.35,5.89,High
3134,CA-2023-101862,2023-12-19,2023-12-25,Standard Class,CS-00227,PR-00027,62.71,1,0.0,21.79,4.32,Medium
3135,CA-2023-101874,2023-12-20,2023-12-22,First Class,CS-00428,PR-00221,610.92,4,0.0,270.37,14.23,Medium
3136,CA-2023-101877,2023-12-20,2023-12-25,Standard Class,CS-00575,PR-00097,2256.6,3,0.0,647.06,64.69,Low
3137,CA-2023-101877,2023-12-20,2023-12-25,Standard Class,CS-00575,PR-00007,142.15,2,0.1,20.89,5.42,Low
3138,CA-2023-101876,2023-12-20,2023-12-25,Standard Class,CS-00647,PR-00055,996.95,2,0.1,280.21,22.64,High
3139,CA-2023-101876,2023-12-20,2023-12-25,Standard Class,CS-00647,PR-00078,33.87,1,0.3,6.39,3.18,High
3140,CA-2023-101876,2023-12-20,2023-12-25,Standard Class,CS-00647,PR-00204,333.1,2,0.0,141.9,11.84,High
3141,CA-2023-101875,2023-12-20,2023-12-24,Standard Class,CS-00501,PR-00104,748.74,2,0.0,278.16,24.54,High
3142,CA-2023-101875,2023-12-20,2023-12-24,Standard Class,CS-00501,PR-00164,1106.41,3,0.3,-62.23,31.16,High
3143,CA-2023-101875,2023-12-20,2023-12-24,Standard Class,CS-00501,PR-00007,71.07,1,0.1,9.49,3.66,High
3144,CA-2023-101875,2023-12-20,2023-12-24,Standard Class,CS-00501,PR-00116,203.46,1,0.0,84.14,7.54,High
3145,CA-2023-101878,2023-12-20,2023-12-22,Second Class,CS-00444,PR-00021,94.01,1,0.1,11.59,7.25,Low
3146,CA-2023-101873,2023-12-20,2023-12-23,Standard Class,CS-00586,PR-00189,148.48,1,0.0,55.82,5.31,Critical
3147,CA-2023-101872,2023-12-20,2023-12-22,First Class,CS-00673,PR-00200,1142.42,2,0.0,302.79,34.83,Medium
3148,CA-2023-101873,2023-12-20,2023-12-23,Standard Class,CS-00586,PR-00138,2864.72,4,0.0,1231.11,55.57,Critical
3149,CA-2023-101868,2023-12-20,2023-12-23,Second Class,CS-00243,PR-00258,986.67,1,0.0,340.9,29.84,Critical
3150,CA-2023-101869,2023-12-20,2023-12-23,Standard Class,CS-00040,PR-00290,217.51,4,0.1,78.47,7.2,High
3151,CA-2023-101869,2023-12-20,2023-12-23,Standard Class,CS-00040,PR-00128,182.17,1,0.1,47.75,7.71,High
3152,CA-2023-101868,2023-12-20,2023-12-23,Second Class,CS-00243,PR-00296,667.03,1,0.2,177.58,18.83,Critical
3153,CA-2023-101871,2023-12-20,2023-12-25,Standard Class,CS-00703,PR-00294,21.26,2,0.0,7.13,3.07,High
3154,CA-2023-101872,2023-12-20,2023-12-22,First Class,CS-00673,PR-00182,67.2,1,0.2,13.64,9.04,Medium
3155,CA-2023-101872,2023-12-20,2023-12-22,First Class,CS-00673,PR-00188,1073.2,3,0.1,294.76,25.92,Medium
3156,CA-2023-101870,2023-12-20,2023-12-23,Second Class,CS-00777,PR-00142,36.53,1,0.5,-11.98,5.52,High
3157,CA-2023-101886,2023-12-21,2023-12-21,Same Day,CS-00617,PR-00158,102.62,2,0.0,32.2,17.66,High
3158,CA-2023-101890,2023-12-21,2023-12-24,Standard Class,CS-00733,PR-00295,418.4,1,0.0,183.92,14.95,Medium
3159,CA-2023-101890,2023-12-21,2023-12-24,Standard Class,CS-00733,PR-00252,1606.62,2,0.0,347.77,50.27,Medium
3160,CA-2023-101890,2023-12-21,2023-12-24,Standard Class,CS-00733,PR-00164,526.86,1,0.0,133.44,14.26,Medium
3161,CA-2023-101889,2023-12-21,2023-12-23,Second Class,CS-00305,PR-00291,54.95,1,0.1,10.97,5.8,Critical
3162,CA-2023-101888,2023-12-21,2023-12-24,Standard Class,CS-00225,PR-00005,1125.0,2,0.0,245.54,14.28,Medium
3163,CA-2023-101887,2023-12-21,2023-12-28,Standard Class,CS-00692,PR-00135,1187.28,4,0.0,272.62,16.42,Medium
3164,CA-2023-101885,2023-12-21,2023-12-22,First Class,CS-00517,PR-00037,252.44,2,0.0,107.5,11.18,High
3165,CA-2023-101886,2023-12-21,2023-12-21,Same Day,CS-00617,PR-00055,553.86,1,0.0,178.4,28.41,High
3166,CA-2023-101883,2023-12-21,2023-12-27,Standard Class,CS-00674,PR-00065,93.12,2,0.0,19.41,3.97,Medium
3167,CA-2023-101882,2023-12-21,2023-12-27,Standard Class,CS-00675,PR-00006,258.98,4,0.1,100.84,10.1,High
3168,CA-2023-101881,2023-12-21,2023-12-24,Standard Class,CS-00053,PR-00170,1094.71,3,0.1,260.72,28.22,High
3169,CA-2023-101881,2023-12-21,2023-12-24,Standard Class,CS-00053,PR-00042,1053.84,4,0.0,481.75,19.09,High
3170,CA-2023-101880,2023-12-21,2023-12-23,First Class,CS-00749,PR-00259,1718.89,6,0.3,134.4,53.23,Medium
3171,CA-2023-101880,2023-12-21,2023-12-23,First Class,CS-00749,PR-00165,2788.0,5,0.0,1146.33,65.22,Medium
3172,CA-2023-101879,2023-12-21,2023-12-28,Standard Class,CS-00052,PR-00167,241.46,2,0.3,20.83,9.33,High
3173,CA-2023-101884,2023-12-21,2023-12-27,Standard Class,CS-00305,PR-00022,115.92,2,0.1,34.19,4.41,Low
3174,CA-2023-101901,2023-12-22,2023-12-27,Standard Class,CS-00273,PR-00136,2002.69,4,0.2,252.21,47.96,High
3175,CA-2023-101902,2023-12-22,2023-12-25,Standard Class,CS-00480,PR-00082,2431.84,4,0.0,1016.32,29.48,High
3176,CA-2023-101903,2023-12-22,2023-12-25,Second Class,CS-00104,PR-00174,3626.72,4,0.0,1453.62,79.22,Low
3177,CA-2023-101903,2023-12-22,2023-12-25,Second Class,CS-00104,PR-00231,2502.3,3,0.0,1173.56,51.97,Low
3178,CA-2023-101904,2023-12-22,2023-12-29,Standard Class,CS-00766,PR-00067,49.06,1,0.3,8.95,2.99,Medium
3179,CA-2023-101905,2023-12-22,2023-12-23,First Class,CS-00697,PR-00149,180.36,3,0.0,64.84,11.45,Medium
3180,CA-2023-101909,2023-12-22,2023-12-25,Standard Class,CS-00634,PR-00028,11.38,2,0.0,1.11,2.63,Medium
3181,CA-2023-101907,2023-12-22,2023-12-29,Standard Class,CS-00291,PR-00279,81.62,2,0.0,23.44,3.62,Medium
3182,CA-2023-101908,2023-12-22,2023-12-26,Standard Class,CS-00682,PR-00210,175.32,3,0.0,53.9,4.9,Critical
3183,CA-2023-101910,2023-12-22,2023-12-29,Standard Class,CS-00520,PR-00006,143.88,2,0.0,65.16,4.7,Medium
3184,CA-2023-101911,2023-12-22,2023-12-22,Same Day,CS-00320,PR-00116,406.92,2,0.0,158.1,25.26,Medium
3185,CA-2023-101901,2023-12-22,2023-12-27,Standard Class,CS-00273,PR-00087,1987.52,2,0.2,570.13,54.39,High
3186,CA-2023-101906,2023-12-22,2023-12-25,Second Class,CS-00292,PR-00183,162.96,1,0.5,-58.55,8.45,Low
3187,CA-2023-101900,2023-12-22,2023-12-25,Second Class,CS-00750,PR-00212,474.17,3,0.1,105.86,18.69,High
3188,CA-2023-101902,2023-12-22,2023-12-25,Standard Class,CS-00480,PR-00298,1254.47,2,0.1,356.02,27.47,High
3189,CA-2023-101899,2023-12-22,2023-12-28,Standard Class,CS-00452,PR-00294,9.57,1,0.1,1.25,2.79,Medium
3190,CA-2023-101891,2023-12-22,2023-12-28,Standard Class,CS-00526,PR-00022,322.0,5,0.0,120.35,8.35,High
3191,CA-2023-101891,2023-12-22,2023-12-28,Standard Class,CS-00526,PR-00030,406.3,4,0.2,114.62,8.88,High
3192,CA-2023-101892,2023-12-22,2023-12-22,Same Day,CS-00420,PR-00231,2669.12,4,0.2,907.06,59.7,Low
3193,CA-2023-101894,2023-12-22,2023-12-25,Second Class,CS-00608,PR-00161,5693.68,8,0.0,1604.58,156.62,Medium
3194,CA-2023-101895,2023-12-22,2023-12-26,Standard Class,CS-00515,PR-00044,396.72,2,0.2,96.93,14.37,Medium
3195,CA-2023-101896,2023-12-22,2023-12-24,Second Class,CS-00043,PR-00230,2856.33,3,0.1,878.91,72.66,Medium
3196,CA-2023-101893,2023-12-22,2023-12-28,Standard Class,CS-00702,PR-00285,154.12,1,0.0,69.39,4.75,Critical
3197,CA-2023-101897,2023-12-22,2023-12-26,Standard Class,CS-00247,PR-00193,65.46,2,0.0,10.91,4.21,Medium
3198,CA-2023-101898,2023-12-22,2023-12-24,Second Class,CS-00253,PR-00132,286.03,1,0.1,96.91,11.2,Medium
3199,CA-2023-101898,2023-12-22,2023-12-24,Second Class,CS-00253,PR-00215,2906.18,4,0.2,750.74,62.72,Medium
3200,CA-2023-101899,2023-12-22,2023-12-28,Standard Class,CS-00452,PR-00111,166.75,2,0.1,64.21,4.26,Medium
3201,CA-2023-101898,2023-12-22,2023-12-24,Second Class,CS-00253,PR-00063,105.51,1,0.1,12.88,7.32,Medium
3202,CA-2023-101899,2023-12-22,2023-12-28,Standard Class,CS-00452,PR-00272,6.85,1,0.2,-2.25,2.65,Medium
3203,CA-2023-101896,2023-12-22,2023-12-24,Second Class,CS-00043,PR-00175,2018.28,5,0.3,71.38,40.65,Medium
3204,CA-2023-101919,2023-12-23,2023-12-29,Standard Class,CS-00728,PR-00052,1453.32,2,0.0,466.88,35.12,Medium
3205,CA-2023-101924,2023-12-23,2023-12-25,Second Class,CS-00386,PR-00236,189.96,2,0.0,39.27,7.03,Medium
3206,CA-2023-101923,2023-12-23,2023-12-27,Second Class,CS-00461,PR-00004,546.84,3,0.0,193.93,11.15,Low
3207,CA-2023-101922,2023-12-23,2023-12-26,Standard Class,CS-00452,PR-00188,1192.44,3,0.0,413.85,26.07,Low
3208,CA-2023-101921,2023-12-23,2023-12-29,Standard Class,CS-00690,PR-00011,65.74,1,0.0,15.74,3.79,High
3209,CA-2023-101921,2023-12-23,2023-12-29,Standard Class,CS-00690,PR-00176,251.38,1,0.0,88.44,9.8,High
3210,CA-2023-101920,2023-12-23,2023-12-29,Standard Class,CS-00436,PR-00239,111.67,1,0.2,31.73,5.47,Medium
3211,CA-2023-101918,2023-12-23,2023-12-24,First Class,CS-00269,PR-00080,92.85,2,0.3,13.84,10.17,Low
3212,CA-2023-101915,2023-12-23,2023-12-28,Standard Class,CS-00229,PR-00170,324.36,1,0.2,49.88,5.89,Critical
3213,CA-2023-101917,2023-12-23,2023-12-30,Standard Class,CS-00005,PR-00036,408.92,1,0.0,154.6,7.19,Medium
3214,CA-2023-101916,2023-12-23,2023-12-25,Second Class,CS-00202,PR-00297,285.07,3,0.1,92.48,8.0,High
3215,CA-2023-101915,2023-12-23,2023-12-28,Standard Class,CS-00229,PR-00031,175.71,3,0.0,44.5,6.71,Critical
3216,CA-2023-101914,2023-12-23,2023-12-23,Same Day,CS-00082,PR-00010,112.86,1,0.1,20.44,16.61,Medium
3217,CA-2023-101913,2023-12-23,2023-12-27,Standard Class,CS-00661,PR-00288,199.92,3,0.0,44.2,8.45,High
3218,CA-2023-101912,2023-12-23,2023-12-27,Standard Class,CS-00592,PR-00040,214.27,3,0.1,58.29,7.24,Medium
3219,CA-2023-101912,2023-12-23,2023-12-27,Standard Class,CS-00592,PR-00076,2280.22,2,0.0,1030.27,26.37,Medium
3220,CA-2023-101917,2023-12-23,2023-12-30,Standard Class,CS-00005,PR-00113,175.94,2,0.0,77.7,4.38,Medium
3221,CA-2023-101931,2023-12-24,2023-12-28,Standard Class,CS-00255,PR-00269,214.49,4,0.1,79.21,7.4,Medium
3222,CA-2023-101932,2023-12-24,2023-12-29,Standard Class,CS-00800,PR-00183,456.3,2,0.3,16.04,14.14,Medium
3223,CA-2023-101932,2023-12-24,2023-12-29,Standard Class,CS-00800,PR-00102,772.95,5,0.0,228.13,19.22,Medium
3224,CA-2023-101933,2023-12-24,2023-12-26,First Class,CS-00041,PR-00132,635.62,2,0.0,258.96,20.82,High
3225,CA-2023-101933,2023-12-24,2023-12-26,First Class,CS-00041,PR-00152,435.9,3,0.0,165.28,20.42,High
3226,CA-2023-101933,2023-12-24,2023-12-26,First Class,CS-00041,PR-00294,10.63,1,0.0,-3.14,8.24,High
3227,CA-2023-101930,2023-12-24,2023-12-27,Standard Class,CS-00716,PR-00245,222.46,4,0.2,39.08,7.98,Medium
3228,CA-2023-101932,2023-12-24,2023-12-29,Standard Class,CS-00800,PR-00030,507.88,5,0.2,144.92,9.46,Medium
3229,CA-2023-101930,2023-12-24,2023-12-27,Standard Class,CS-00716,PR-00048,488.58,6,0.0,144.88,12.02,Medium
3230,CA-2023-101932,2023-12-24,2023-12-29,Standard Class,CS-00800,PR-00220,901.01,1,0.0,393.9,13.63,Medium
3231,CA-2023-101928,2023-12-24,2023-12-28,Standard Class,CS-00347,PR-00152,145.3,1,0.0,56.59,5.31,High
3232,CA-2023-101927,2023-12-24,2023-12-29,Standard Class,CS-00112,PR-00003,131.4,4,0.0,39.85,5.39,High
3233,CA-2023-101929,2023-12-24,2023-12-26,First Class,CS-00388,PR-00084,1874.52,4,0.0,633.86,58.26,Medium
3234,CA-2023-101927,2023-12-24,2023-12-29,Standard Class,CS-00112,PR-00142,65.76,1,0.1,18.48,4.29,High
3235,CA-2023-101927,2023-12-24,2023-12-29,Standard Class,CS-00112,PR-00171,405.36,2,0.1,105.39,9.15,High
3236,CA-2023-101927,2023-12-24,2023-12-29,Standard Class,CS-00112,PR-00189,534.53,4,0.1,169.49,15.64,High
3237,CA-2023-101926,2023-12-24,2023-12-26,Second Class,CS-00397,PR-00287,3801.52,4,0.0,1278.11,114.17,Medium
3238,CA-2023-101926,2023-12-24,2023-12-26,Second Class,CS-00397,PR-00222,15.12,4,0.0,-0.63,5.31,Medium
3239,CA-2023-101925,2023-12-24,2023-12-26,First Class,CS-00355,PR-00240,360.03,1,0.0,154.96,11.92,High
3240,CA-2023-101943,2023-12-25,2023-12-27,Second Class,CS-00275,PR-00225,2298.04,4,0.0,1048.56,42.64,Medium
3241,CA-2023-101943,2023-12-25,2023-12-27,Second Class,CS-00275,PR-00277,280.52,2,0.0,119.69,10.33,Medium
3242,CA-2023-101942,2023-12-25,2023-12-28,Second Class,CS-00007,PR-00167,776.12,5,0.1,234.53,13.34,High
3243,CA-2023-101941,2023-12-25,2023-12-31,Standard Class,CS-00310,PR-00047,1424.52,3,0.0,474.89,20.89,Low
3244,CA-2023-101940,2023-12-25,2023-12-30,Standard Class,CS-00491,PR-00275,1180.78,1,0.0,456.62,21.71,High
3245,CA-2023-101939,2023-12-25,2023-12-28,Standard Class,CS-00472,PR-00236,284.94,3,0.0,61.34,8.11,Medium
3246,CA-2023-101938,2023-12-25,2023-12-28,Standard Class,CS-00163,PR-00152,290.6,2,0.0,116.26,7.54,High
3247,CA-2023-101938,2023-12-25,2023-12-28,Standard Class,CS-00163,PR-00083,51.36,1,0.2,8.41,4.04,High
3248,CA-2023-101937,2023-12-25,2023-12-31,Standard Class,CS-00543,PR-00076,1140.11,1,0.0,513.5,14.82,Low
3249,CA-2023-101936,2023-12-25,2023-12-29,Standard Class,CS-00427,PR-00075,343.35,5,0.3,57.14,9.26,High
3250,CA-2023-101935,2023-12-25,2023-12-26,First Class,CS-00546,PR-00038,1857.98,4,0.2,600.65,28.69,Low
3251,CA-2023-101934,2023-12-25,2023-12-31,Standard Class,CS-00759,PR-00125,293.32,2,0.0,121.83,10.77,High
3252,CA-2023-101954,2023-12-26,2023-12-30,Second Class,CS-00552,PR-00192,31.09,1,0.0,4.02,5.67,Medium
3253,CA-2023-101954,2023-12-26,2023-12-30,Second Class,CS-00552,PR-00196,577.85,5,0.0,175.86,17.79,Medium
3254,CA-2023-101955,2023-12-26,2024-01-02,Standard Class,CS-00360,PR-00270,115.24,3,0.1,15.87,4.78,Medium
3255,CA-2023-101954,2023-12-26,2023-12-30,Second Class,CS-00552,PR-00014,2106.9,2,0.2,703.28,35.36,Medium
3256,CA-2023-101954,2023-12-26,2023-12-30,Second Class,CS-00552,PR-00094,1667.28,3,0.0,482.26,23.72,Medium
3257,CA-2023-101953,2023-12-26,2023-12-31,Standard Class,CS-00289,PR-00239,446.69,4,0.2,136.86,11.95,Medium
3258,CA-2023-101952,2023-12-26,2024-01-02,Standard Class,CS-00786,PR-00248,872.62,2,0.1,279.85,17.51,Medium
3259,CA-2023-101952,2023-12-26,2024-01-02,Standard Class,CS-00786,PR-00226,267.53,3,0.2,60.75,6.77,Medium
3260,CA-2023-101952,2023-12-26,2024-01-02,Standard Class,CS-00786,PR-00190,3276.5,4,0.1,839.84,98.74,Medium
3261,CA-2023-101946,2023-12-26,2023-12-30,Standard Class,CS-00591,PR-00202,4374.92,4,0.0,1618.97,115.51,High
3262,CA-2023-101950,2023-12-26,2023-12-26,Same Day,CS-00227,PR-00057,43.24,1,0.1,0.17,15.77,Low
3263,CA-2023-101949,2023-12-26,2024-01-01,Standard Class,CS-00226,PR-00001,3390.76,4,0.0,1471.39,71.05,High
3264,CA-2023-101948,2023-12-26,2023-12-28,First Class,CS-00782,PR-00256,259.51,3,0.2,34.4,11.75,High
3265,CA-2023-101947,2023-12-26,2023-12-28,Second Class,CS-00149,PR-00116,406.92,2,0.0,171.09,12.27,Medium
3266,CA-2023-101947,2023-12-26,2023-12-28,Second Class,CS-00149,PR-00051,424.98,2,0.1,158.42,10.86,Medium
3267,CA-2023-101946,2023-12-26,2023-12-30,Standard Class,CS-00591,PR-00259,368.33,1,0.1,99.64,13.48,High
3268,CA-2023-101945,2023-12-26,2023-12-31,Standard Class,CS-00310,PR-00002,97.75,1,0.3,17.53,4.7,High
3269,CA-2023-101944,2023-12-26,2023-12-29,Standard Class,CS-00779,PR-00281,379.34,1,0.0,98.87,12.0,Medium
3270,CA-2023-101951,2023-12-26,2023-12-28,Second Class,CS-00797,PR-00074,290.08,2,0.5,-150.74,9.08,Medium
3271,CA-2023-101963,2023-12-27,2023-12-29,First Class,CS-00289,PR-00011,164.35,5,0.5,-79.3,12.6,High
3272,CA-2023-101965,2023-12-27,2023-12-31,Second Class,CS-00315,PR-00276,235.76,4,0.0,84.97,10.87,Low
3273,CA-2023-101964,2023-12-27,2023-12-31,Second Class,CS-00790,PR-00178,955.69,3,0.1,282.6,17.98,Medium
3274,CA-2023-101962,2023-12-27,2024-01-02,Standard Class,CS-00799,PR-00065,139.68,3,0.0,30.99,4.08,Critical
3275,CA-2023-101965,2023-12-27,2023-12-31,Second Class,CS-00315,PR-00034,938.25,1,0.3,212.75,19.89,Low
3276,CA-2023-101965,2023-12-27,2023-12-31,Second Class,CS-00315,PR-00128,809.64,5,0.2,156.94,19.15,Low
3277,CA-2023-101965,2023-12-27,2023-12-31,Second Class,CS-00315,PR-00279,73.46,2,0.1,12.43,6.47,Low
3278,CA-2023-101961,2023-12-27,2023-12-29,First Class,CS-00270,PR-00153,1084.35,5,0.0,276.53,38.42,Low
3279,CA-2023-101964,2023-12-27,2023-12-31,Second Class,CS-00790,PR-00280,364.85,5,0.0,125.93,12.22,Medium
3280,CA-2023-101959,2023-12-27,2023-12-31,Standard Class,CS-00769,PR-00113,140.75,2,0.2,41.66,5.23,Medium
3281,CA-2023-101956,2023-12-27,2024-01-03,Standard Class,CS-00769,PR-00057,172.94,4,0.1,58.77,4.97,Medium
3282,CA-2023-101956,2023-12-27,2024-01-03,Standard Class,CS-00769,PR-00189,296.96,2,0.0,111.24,11.02,Medium
3283,CA-2023-101957,2023-12-27,2023-12-28,First Class,CS-00324,PR-00051,1274.94,6,0.1,486.89,20.95,Low
3284,CA-2023-101960,2023-12-27,2024-01-03,Standard Class,CS-00631,PR-00253,141.06,2,0.2,6.58,5.5,High
3285,CA-2023-101958,2023-12-27,2024-01-03,Standard Class,CS-00406,PR-00163,587.33,1,0.0,227.72,18.56,Low
3286,CA-2023-101958,2023-12-27,2024-01-03,Standard Class,CS-00406,PR-00178,283.17,1,0.2,55.84,8.96,Low
3287,CA-2023-101958,2023-12-27,2024-01-03,Standard Class,CS-00406,PR-00169,87.94,1,0.3,-5.68,4.91,Low
3288,CA-2023-101957,2023-12-27,2023-12-28,First Class,CS-00324,PR-00157,1874.37,6,0.5,-60.07,29.08,Low
3289,CA-2023-101966,2023-12-28,2024-01-01,Standard Class,CS-00345,PR-00004,911.4,5,0.0,319.3,22.5,Medium
3290,CA-2023-101967,2023-12-28,2024-01-01,Second Class,CS-00011,PR-00266,1806.68,4,0.0,526.19,39.53,Low
3291,CA-2023-101968,2023-12-28,2024-01-04,Standard Class,CS-00619,PR-00294,10.63,1,0.0,2.49,2.61,Medium
3292,CA-2023-101968,2023-12-28,2024-01-04,Standard Class,CS-00619,PR-00194,1326.21,3,0.0,380.32,39.05,Medium
3293,CA-2023-101973,2023-12-29,2024-01-02,Standard Class,CS-00680,PR-00271,20.35,1,0.0,3.35,3.08,Low
3294,CA-2023-101972,2023-12-29,2024-01-04,Standard Class,CS-00212,PR-00218,74.41,3,0.1,12.12,3.88,Critical
3295,CA-2023-101972,2023-12-29,2024-01-04,Standard Class,CS-00212,PR-00205,181.24,2,0.0,42.33,7.39,Critical
3296,CA-2023-101970,2023-12-29,2024-01-03,Standard Class,CS-00455,PR-00024,253.76,2,0.0,72.14,7.46,Medium
3297,CA-2023-101969,2023-12-29,2023-12-31,First Class,CS-00217,PR-00299,4.7,1,0.2,-7.05,8.13,High
3298,CA-2023-101971,2023-12-29,2024-01-05,Standard Class,CS-00294,PR-00168,384.91,4,0.1,74.67,8.48,Medium
